code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_unregistration,withdrew,avg_score,num_assessments,total_clicks,active_days,avg_clicks_per_day,target
BBB,2014J,1526770,F,Ireland,Lower Than A Level,50-60%,35-55,0,90,N,Distinction,,0,88.8,5.0,1109.0,86.0,2.918421052631579,1
BBB,2014J,1533277,F,Yorkshire Region,Lower Than A Level,40-50%,35-55,0,60,N,Pass,,0,50.4,5.0,958.0,52.0,3.2696245733788394,1
BBB,2014J,1536122,F,Ireland,A Level or Equivalent,20-30%,35-55,1,120,N,Distinction,,0,81.8,5.0,997.0,67.0,2.5695876288659796,1
BBB,2014J,1536591,F,London Region,Lower Than A Level,10-20,35-55,2,120,N,Fail,212.0,1,67.72727272727273,11.0,1153.0,49.0,3.421364985163205,0
BBB,2014J,1536591,F,London Region,Lower Than A Level,10-20,35-55,2,120,N,Fail,191.0,1,67.72727272727273,11.0,1153.0,49.0,3.421364985163205,0
BBB,2014J,1536591,F,London Region,Lower Than A Level,10-20,35-55,2,120,N,Fail,,0,67.72727272727273,11.0,1153.0,49.0,3.421364985163205,0
BBB,2014J,1547646,F,Yorkshire Region,A Level or Equivalent,80-90%,35-55,0,60,N,Distinction,,0,77.4,5.0,1915.0,85.0,3.8843813387423936,1
BBB,2014J,1560989,F,Scotland,HE Qualification,0-10%,35-55,1,150,Y,Fail,61.0,1,68.5,6.0,1226.0,99.0,2.4325396825396823,0
BBB,2014J,1560989,F,Scotland,HE Qualification,0-10%,35-55,1,150,Y,Fail,,0,68.5,6.0,1226.0,99.0,2.4325396825396823,0
BBB,2014J,1563696,F,East Midlands Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,,0,75.6,5.0,581.0,45.0,2.793269230769231,1
BBB,2014J,1564706,M,Wales,HE Qualification,20-30%,35-55,0,60,N,Pass,,0,62.0,5.0,1741.0,100.0,3.851769911504425,1
BBB,2014J,1585768,F,Wales,A Level or Equivalent,80-90%,35-55,0,60,N,Fail,,0,50.666666666666664,3.0,195.0,8.0,3.25,0
BBB,2014J,1623795,F,Wales,Lower Than A Level,60-70%,35-55,0,60,N,Distinction,,0,58.6,5.0,1590.0,47.0,4.953271028037383,1
BBB,2014J,1656979,M,South Region,A Level or Equivalent,60-70%,35-55,0,60,N,Distinction,,0,75.2,5.0,739.0,32.0,5.24113475177305,1
BBB,2014J,1664280,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,,0,88.2,5.0,1276.0,45.0,3.393617021276596,1
BBB,2014J,1723749,F,West Midlands Region,A Level or Equivalent,60-70%,35-55,0,120,N,Pass,,0,61.25,5.0,598.0,33.0,2.743119266055046,1
BBB,2014J,1732956,F,Wales,No Formal quals,30-40%,35-55,0,120,N,Pass,,0,59.4,5.0,3717.0,154.0,4.1208425720620845,1
BBB,2014J,1733023,F,Scotland,HE Qualification,50-60%,35-55,0,60,Y,Distinction,,0,82.8,5.0,1356.0,53.0,4.304761904761905,1
BBB,2014J,1752834,F,East Midlands Region,Lower Than A Level,30-40%,35-55,0,180,N,Pass,,0,76.8,5.0,1256.0,47.0,4.422535211267606,1
BBB,2014J,1757561,F,Scotland,Lower Than A Level,40-50%,35-55,1,60,N,Fail,,0,82.66666666666667,3.0,995.0,48.0,3.1891025641025643,0
BBB,2014J,1784816,F,West Midlands Region,A Level or Equivalent,10-20,35-55,0,120,N,Pass,,0,67.6,5.0,618.0,58.0,3.0146341463414634,1
BBB,2014J,1813493,M,Yorkshire Region,Lower Than A Level,30-40%,35-55,0,60,N,Fail,,0,49.75,4.0,959.0,40.0,3.4620938628158844,0
BBB,2014J,1832218,F,Scotland,HE Qualification,60-70%,35-55,1,60,N,Pass,,0,61.0,5.0,618.0,25.0,2.847926267281106,1
BBB,2014J,1835389,F,North Western Region,HE Qualification,80-90%,35-55,0,60,N,Pass,,0,57.4,5.0,2236.0,129.0,3.5323854660347553,1
BBB,2014J,1843123,F,Scotland,HE Qualification,80-90%,35-55,0,60,N,Pass,,0,80.6,5.0,796.0,28.0,4.5227272727272725,1
BBB,2014J,1874935,F,South Region,A Level or Equivalent,40-50%,35-55,0,120,N,Distinction,,0,62.2,5.0,285.0,30.0,2.590909090909091,1
BBB,2014J,1888723,F,North Western Region,Lower Than A Level,30-40%,35-55,0,60,N,Withdrawn,-18.0,1,,,,,,0
BBB,2014J,1891028,F,South Region,A Level or Equivalent,10-20,35-55,1,60,N,Fail,,0,36.5,2.0,109.0,8.0,1.676923076923077,0
BBB,2014J,1903095,F,East Anglian Region,Lower Than A Level,10-20,35-55,0,60,N,Pass,,0,64.0,5.0,1638.0,50.0,5.300970873786408,1
BBB,2014J,1926542,F,Scotland,Post Graduate Qualification,80-90%,0-35,0,60,N,Pass,,0,59.2,5.0,320.0,31.0,2.5806451612903225,1
BBB,2014J,1928536,F,London Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,156.0,1,48.25,4.0,25.0,3.0,1.7857142857142858,0
BBB,2014J,1929491,F,East Midlands Region,HE Qualification,20-30%,35-55,0,60,N,Withdrawn,-12.0,1,,,,,,0
BBB,2014J,1937822,F,North Region,HE Qualification,20-30%,35-55,0,60,N,Distinction,,0,85.6,5.0,3173.0,150.0,3.46775956284153,1
BBB,2014J,1972832,F,Wales,A Level or Equivalent,80-90%,0-35,0,120,N,Distinction,,0,58.8,5.0,528.0,23.0,2.8085106382978724,1
BBB,2014J,1989014,F,Scotland,HE Qualification,60-70%,35-55,0,60,N,Pass,,0,66.4,5.0,2787.0,100.0,3.903361344537815,1
BBB,2014J,1993672,F,West Midlands Region,Lower Than A Level,0-10%,35-55,5,60,Y,Fail,167.0,1,48.8,5.0,1503.0,47.0,4.96039603960396,0
BBB,2014J,1993672,F,West Midlands Region,Lower Than A Level,0-10%,35-55,5,60,Y,Fail,185.0,1,48.8,5.0,1503.0,47.0,4.96039603960396,0
BBB,2014J,1993672,F,West Midlands Region,Lower Than A Level,0-10%,35-55,5,60,Y,Fail,,0,48.8,5.0,1503.0,47.0,4.96039603960396,0
BBB,2014J,2003628,F,South Region,A Level or Equivalent,60-70%,35-55,0,60,N,Withdrawn,12.0,1,,,21.0,2.0,2.1,0
BBB,2014J,2009239,F,South East Region,A Level or Equivalent,80-90%,35-55,2,120,N,Pass,,0,84.0,5.0,1412.0,73.0,4.2023809523809526,1
BBB,2014J,2035574,F,East Midlands Region,Lower Than A Level,80-90%,35-55,0,120,N,Pass,,0,79.2,5.0,1253.0,95.0,3.3864864864864863,1
BBB,2014J,2045569,F,Yorkshire Region,Lower Than A Level,0-10%,35-55,0,60,N,Withdrawn,67.0,1,1.0,1.0,165.0,12.0,2.26027397260274,0
BBB,2014J,2049740,F,London Region,Lower Than A Level,10-20,35-55,0,60,N,Fail,,0,24.5,2.0,442.0,20.0,3.006802721088435,0
BBB,2014J,2051809,M,London Region,HE Qualification,10-20,35-55,0,120,N,Withdrawn,-11.0,1,,,,,,0
BBB,2014J,2091096,M,West Midlands Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,,0,66.0,5.0,1538.0,81.0,3.05765407554672,1
BBB,2014J,2091193,M,West Midlands Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass,,0,69.8,5.0,2305.0,79.0,3.8545150501672243,1
BBB,2014J,2093092,F,East Anglian Region,HE Qualification,70-80%,35-55,0,120,N,Withdrawn,-12.0,1,,,,,,0
BBB,2014J,2103305,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,120,Y,Withdrawn,122.0,1,72.5,2.0,214.0,14.0,3.101449275362319,0
BBB,2014J,2108914,F,East Midlands Region,Lower Than A Level,80-90%,35-55,0,120,N,Withdrawn,12.0,1,,,,,,0
BBB,2014J,2115250,F,North Western Region,Lower Than A Level,80-90%,35-55,0,60,N,Distinction,,0,67.8,5.0,2326.0,77.0,5.577937649880096,1
BBB,2014J,2145101,F,Scotland,Lower Than A Level,0-10%,0-35,0,120,N,Withdrawn,-51.0,1,,,,,,0
BBB,2014J,2149487,F,Scotland,HE Qualification,40-50%,35-55,0,60,N,Pass,,0,77.2,5.0,1737.0,86.0,4.067915690866511,1
BBB,2014J,2159336,F,South West Region,A Level or Equivalent,50-60%,35-55,1,60,N,Withdrawn,12.0,1,,,,,,0
BBB,2014J,2169127,F,South West Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn,-12.0,1,,,,,,0
BBB,2014J,2172163,F,Ireland,Lower Than A Level,80-90%,35-55,1,120,N,Pass,,0,83.8,5.0,796.0,64.0,3.475982532751092,1
BBB,2014J,2177423,F,East Anglian Region,Lower Than A Level,50-60%,35-55,3,60,N,Withdrawn,69.0,1,100.0,1.0,334.0,18.0,2.760330578512397,0
BBB,2014J,2187308,F,North Western Region,HE Qualification,0-10%,0-35,0,120,N,Pass,,0,45.0,5.0,1185.0,128.0,2.526652452025586,1
BBB,2014J,2192113,M,Scotland,HE Qualification,40-50%,35-55,1,60,Y,Withdrawn,153.0,1,1.0,1.0,312.0,24.0,2.2446043165467624,0
BBB,2014J,2192113,M,Scotland,HE Qualification,40-50%,35-55,1,60,Y,Withdrawn,53.0,1,1.0,1.0,312.0,24.0,2.2446043165467624,0
BBB,2014J,2207474,F,South West Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,,0,82.4,5.0,1456.0,85.0,3.7142857142857144,1
BBB,2014J,2213814,F,South West Region,Lower Than A Level,0-10%,35-55,0,60,Y,Withdrawn,125.0,1,39.5,2.0,88.0,4.0,2.5142857142857142,0
BBB,2014J,2216682,M,Ireland,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,,0,74.2,5.0,612.0,38.0,2.55,1
BBB,2014J,2216778,F,East Anglian Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,,0,61.6,5.0,1269.0,41.0,4.5,1
BBB,2014J,2218789,F,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn,11.0,1,,,,,,0
BBB,2014J,2227568,F,London Region,Lower Than A Level,20-30%,35-55,0,60,N,Distinction,,0,55.8,5.0,1298.0,59.0,3.98159509202454,1
BBB,2014J,2228010,F,Scotland,Lower Than A Level,50-60%,35-55,0,60,N,Pass,,0,63.0,5.0,2052.0,73.0,4.292887029288703,1
BBB,2014J,2228601,F,South West Region,A Level or Equivalent,60-70%,35-55,0,120,N,Distinction,,0,82.8,5.0,2890.0,124.0,4.231332357247438,1
BBB,2014J,2229783,F,London Region,HE Qualification,0-10%,35-55,1,60,N,Pass,,0,78.6,10.0,2367.0,85.0,3.074025974025974,1
BBB,2014J,2229783,F,London Region,HE Qualification,0-10%,35-55,1,60,N,Pass,,0,78.6,10.0,2367.0,85.0,3.074025974025974,1
BBB,2014J,2232976,F,Wales,A Level or Equivalent,40-50%,0-35,0,60,Y,Withdrawn,177.0,1,77.33333333333333,3.0,450.0,36.0,2.830188679245283,0
BBB,2014J,2237567,F,South East Region,A Level or Equivalent,70-80%,35-55,0,90,N,Withdrawn,209.0,1,86.2,5.0,618.0,29.0,3.452513966480447,0
BBB,2014J,2239766,F,East Midlands Region,Lower Than A Level,40-50%,35-55,0,120,N,Withdrawn,-5.0,1,,,,,,0
BBB,2014J,2241250,F,Scotland,Lower Than A Level,90-100%,35-55,0,60,N,Fail,,0,,,136.0,9.0,2.3448275862068964,0
BBB,2014J,2242067,F,Yorkshire Region,HE Qualification,50-60%,35-55,0,60,N,Pass,,0,86.2,5.0,1260.0,58.0,4.242424242424242,1
BBB,2014J,2248243,F,South West Region,Lower Than A Level,20-30%,35-55,0,60,N,Pass,,0,61.8,5.0,1274.0,50.0,4.363013698630137,1
BBB,2014J,2251500,M,North Western Region,Lower Than A Level,40-50%,35-55,0,60,Y,Fail,,0,36.0,5.0,1164.0,96.0,2.3901437371663246,0
BBB,2014J,2263129,F,Scotland,A Level or Equivalent,80-90%,35-55,0,120,N,Fail,,0,,,,,,0
BBB,2014J,2264569,F,London Region,A Level or Equivalent,30-40%,35-55,0,60,N,Withdrawn,130.0,1,1.0,1.0,73.0,11.0,1.7380952380952381,0
BBB,2014J,2269561,F,South West Region,HE Qualification,0-10%,0-35,0,60,N,Fail,,0,35.25,4.0,171.0,14.0,2.85,0
BBB,2014J,2276854,F,West Midlands Region,Lower Than A Level,30-40%,35-55,3,180,N,Withdrawn,12.0,1,1.0,1.0,19.0,6.0,1.3571428571428572,0
BBB,2014J,2278390,M,West Midlands Region,A Level or Equivalent,60-70%,35-55,0,60,N,Fail,,0,78.8,5.0,5795.0,208.0,5.2348690153568205,0
BBB,2014J,2281286,F,South West Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,,0,71.6,5.0,390.0,15.0,3.6792452830188678,1
BBB,2014J,2285017,F,Scotland,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn,-29.0,1,,,,,,0
BBB,2014J,2292824,M,South Region,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn,-1.0,1,,,,,,0
BBB,2014J,2296716,F,Wales,A Level or Equivalent,10-20,35-55,0,60,N,Fail,,0,1.0,1.0,191.0,15.0,2.2470588235294118,0
BBB,2014J,2299745,F,Scotland,HE Qualification,50-60%,0-35,0,60,N,Fail,,0,27.5,2.0,282.0,16.0,2.389830508474576,0
BBB,2014J,2318161,F,South Region,A Level or Equivalent,,35-55,0,60,N,Pass,,0,53.2,5.0,395.0,20.0,3.623853211009174,1
BBB,2014J,2321660,M,South Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,,0,72.6,5.0,234.0,21.0,2.5714285714285716,1
BBB,2014J,2326401,F,South Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn,123.0,1,66.0,2.0,188.0,9.0,3.2413793103448274,0
BBB,2014J,2333415,F,Scotland,A Level or Equivalent,80-90%,35-55,0,120,N,Pass,,0,63.4,5.0,2297.0,111.0,3.7779605263157894,1
BBB,2014J,2344216,M,London Region,Lower Than A Level,0-10%,35-55,0,120,N,Withdrawn,12.0,1,,,,,,0
BBB,2014J,2346145,F,North Western Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,,0,66.8,5.0,3378.0,73.0,8.02375296912114,1
BBB,2014J,2349805,F,East Anglian Region,Lower Than A Level,50-60%,35-55,0,60,N,Fail,,0,,,25.0,1.0,2.0833333333333335,0
BBB,2014J,2353764,F,West Midlands Region,Lower Than A Level,30-40%,35-55,0,120,N,Pass,,0,56.0,5.0,924.0,44.0,3.623529411764706,1
BBB,2014J,2357372,F,East Midlands Region,Lower Than A Level,20-30%,0-35,0,180,N,Withdrawn,-44.0,1,,,,,,0
BBB,2014J,2363168,F,East Anglian Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,,0,80.0,5.0,2751.0,154.0,3.221311475409836,1
BBB,2014J,2375759,F,North Western Region,Lower Than A Level,,0-35,1,60,N,Distinction,,0,84.8,5.0,3089.0,117.0,4.080581241743725,1
BBB,2014J,2385665,F,East Anglian Region,Lower Than A Level,20-30%,35-55,0,60,N,Pass,,0,80.2,5.0,1019.0,48.0,3.5880281690140845,1
BBB,2014J,2386867,F,Ireland,Lower Than A Level,40-50%,35-55,1,60,N,Withdrawn,121.0,1,90.0,2.0,147.0,11.0,1.9090909090909092,0
BBB,2014J,2394741,F,East Anglian Region,Lower Than A Level,40-50%,35-55,1,60,N,Fail,,0,25.5,2.0,312.0,13.0,2.6218487394957983,0
BBB,2014J,2399380,F,South West Region,Lower Than A Level,20-30%,35-55,0,180,Y,Withdrawn,12.0,1,100.0,1.0,38.0,4.0,1.7272727272727273,0
BBB,2014J,2401304,F,South West Region,Lower Than A Level,60-70%,0-35,1,60,N,Pass,,0,73.6,5.0,1555.0,86.0,4.049479166666667,1
BBB,2014J,2407594,F,London Region,A Level or Equivalent,50-60%,35-55,0,120,N,Pass,,0,71.8,5.0,1751.0,106.0,4.988603988603988,1
BBB,2014J,2410544,M,Wales,HE Qualification,50-60%,35-55,0,60,N,Pass,,0,81.25,5.0,716.0,39.0,2.8870967741935485,1
BBB,2014J,2414945,M,Scotland,A Level or Equivalent,40-50%,0-35,0,60,Y,Fail,,0,78.33333333333333,3.0,421.0,22.0,3.007142857142857,0
BBB,2014J,2423078,M,London Region,A Level or Equivalent,0-10%,35-55,2,60,N,Fail,89.0,1,70.0,2.0,17.0,3.0,1.7,0
BBB,2014J,2423078,M,London Region,A Level or Equivalent,0-10%,35-55,2,60,N,Fail,,0,70.0,2.0,17.0,3.0,1.7,0
BBB,2014J,2426442,F,North Region,A Level or Equivalent,10-20,35-55,0,60,N,Withdrawn,60.0,1,35.5,2.0,211.0,8.0,2.74025974025974,0
BBB,2014J,2426864,F,East Midlands Region,A Level or Equivalent,0-10%,35-55,0,60,N,Pass,,0,46.6,5.0,372.0,15.0,3.576923076923077,1
BBB,2014J,2428341,F,South East Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,,0,67.0,5.0,321.0,21.0,2.891891891891892,1
BBB,2014J,2432551,M,Scotland,A Level or Equivalent,0-10%,35-55,0,60,N,Fail,,0,79.5,4.0,531.0,15.0,4.317073170731708,0
BBB,2014J,2436711,F,East Midlands Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,,0,65.2,5.0,2585.0,82.0,4.877358490566038,1
BBB,2014J,2444705,F,North Western Region,Lower Than A Level,0-10%,35-55,3,60,N,Pass,,0,47.6,5.0,1573.0,51.0,4.345303867403315,1
BBB,2014J,2446694,M,Scotland,Lower Than A Level,0-10%,35-55,0,60,N,Fail,,0,75.0,2.0,821.0,71.0,3.1216730038022815,0
BBB,2014J,2448699,F,East Anglian Region,A Level or Equivalent,80-90%,35-55,0,120,N,Fail,,0,77.0,2.0,176.0,11.0,2.75,0
BBB,2014J,2449399,F,East Midlands Region,HE Qualification,50-60%,35-55,0,60,N,Pass,,0,62.2,5.0,1027.0,38.0,4.226337448559671,1
BBB,2014J,2454351,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,90,N,Withdrawn,5.0,1,,,58.0,3.0,2.5217391304347827,0
BBB,2014J,2459279,F,South East Region,A Level or Equivalent,60-70%,35-55,0,120,N,Fail,,0,,,52.0,6.0,2.1666666666666665,0
BBB,2014J,2462576,F,Scotland,HE Qualification,60-70%,0-35,1,60,N,Pass,,0,80.8,5.0,241.0,18.0,2.2735849056603774,1
BBB,2014J,2464901,F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,120,Y,Withdrawn,12.0,1,1.0,1.0,19.0,1.0,1.9,0
BBB,2014J,2475591,F,Yorkshire Region,HE Qualification,30-40%,35-55,0,120,N,Pass,,0,72.6,5.0,1969.0,87.0,3.9458917835671343,1
BBB,2014J,2482994,F,South Region,Lower Than A Level,90-100%,0-35,1,60,N,Fail,219.0,1,71.5,12.0,306.0,39.0,2.4285714285714284,0
BBB,2014J,2482994,F,South Region,Lower Than A Level,90-100%,0-35,1,60,N,Fail,,0,71.5,12.0,306.0,39.0,2.4285714285714284,0
BBB,2014J,2486159,F,Wales,A Level or Equivalent,20-30%,35-55,1,60,N,Pass,,0,75.0,5.0,573.0,12.0,4.511811023622047,1
BBB,2014J,2487430,F,Wales,A Level or Equivalent,10-20,0-35,0,60,N,Pass,,0,54.4,5.0,440.0,34.0,3.235294117647059,1
BBB,2014J,2487573,F,South East Region,Lower Than A Level,90-100%,35-55,0,150,N,Pass,,0,50.8,5.0,1857.0,81.0,4.191873589164786,1
BBB,2014J,2494258,F,East Anglian Region,A Level or Equivalent,10-20,0-35,1,60,N,Pass,-65.0,1,51.8,5.0,340.0,24.0,3.1192660550458715,1
BBB,2014J,2494258,F,East Anglian Region,A Level or Equivalent,10-20,0-35,1,60,N,Pass,,0,51.8,5.0,340.0,24.0,3.1192660550458715,1
BBB,2014J,2497189,F,Scotland,A Level or Equivalent,30-40%,0-35,1,120,Y,Withdrawn,24.0,1,100.0,1.0,23.0,1.0,3.2857142857142856,0
BBB,2014J,2497624,F,Scotland,Lower Than A Level,60-70%,35-55,0,120,Y,Pass,,0,75.6,5.0,1766.0,141.0,3.170556552962298,1
BBB,2014J,2511519,F,Ireland,A Level or Equivalent,30-40%,35-55,0,60,N,Distinction,,0,85.0,5.0,1156.0,78.0,3.284090909090909,1
BBB,2014J,2520290,F,Scotland,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,,0,51.2,5.0,4020.0,143.0,4.707259953161593,1
BBB,2014J,2520649,F,Ireland,Lower Than A Level,80-90%,35-55,0,60,N,Pass,,0,65.0,5.0,544.0,26.0,3.509677419354839,1
BBB,2014J,2537934,M,East Anglian Region,HE Qualification,90-100%,55<=,0,120,N,Fail,,0,46.333333333333336,3.0,156.0,20.0,1.813953488372093,0
BBB,2014J,2542310,F,London Region,Lower Than A Level,40-50%,0-35,2,60,N,Fail,,0,100.0,1.0,127.0,7.0,2.702127659574468,0
BBB,2014J,2545047,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,,0,75.0,5.0,1675.0,68.0,5.334394904458598,1
BBB,2014J,2552708,M,South East Region,Lower Than A Level,40-50%,35-55,1,60,N,Pass,,0,81.4,5.0,837.0,28.0,4.33678756476684,1
BBB,2014J,2559992,F,Scotland,Lower Than A Level,80-90%,0-35,1,120,N,Fail,,0,92.33333333333333,3.0,168.0,25.0,1.9764705882352942,0
BBB,2014J,2567715,M,West Midlands Region,A Level or Equivalent,10-20,35-55,0,120,N,Fail,,0,53.4,5.0,961.0,53.0,3.0507936507936506,0
BBB,2014J,2570396,F,South Region,A Level or Equivalent,70-80%,35-55,1,60,N,Pass,,0,58.8,5.0,1207.0,56.0,3.6798780487804876,1
BBB,2014J,2576637,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,120,N,Distinction,,0,79.2,5.0,1875.0,74.0,4.271070615034168,1
BBB,2014J,2578532,F,South Region,Lower Than A Level,10-20,0-35,0,120,N,Pass,,0,82.2,5.0,954.0,60.0,3.5073529411764706,1
BBB,2014J,2580626,F,South East Region,HE Qualification,80-90%,35-55,1,60,N,Distinction,,0,68.2,5.0,3067.0,142.0,4.301542776998597,1
BBB,2014J,2594368,F,Ireland,A Level or Equivalent,0-10%,0-35,0,60,Y,Pass,,0,64.4,5.0,388.0,29.0,2.2958579881656807,1
BBB,2014J,2599784,F,South West Region,HE Qualification,30-40%,0-35,0,60,N,Pass,,0,54.6,5.0,941.0,40.0,3.98728813559322,1
BBB,2014J,2603061,F,East Midlands Region,Lower Than A Level,60-70%,35-55,0,120,N,Withdrawn,2.0,1,,,,,,0
BBB,2014J,2603534,F,South East Region,A Level or Equivalent,10-20,35-55,0,60,Y,Withdrawn,12.0,1,,,,,,0
BBB,2014J,2609768,F,London Region,HE Qualification,40-50%,0-35,0,60,N,Withdrawn,3.0,1,,,41.0,2.0,1.7826086956521738,0
BBB,2014J,2610170,F,Scotland,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn,-16.0,1,,,,,,0
BBB,2014J,2610745,F,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,,0,71.0,5.0,662.0,36.0,3.657458563535912,1
BBB,2014J,2611512,F,Wales,Lower Than A Level,30-40%,0-35,0,60,N,Fail,,0,72.33333333333333,3.0,301.0,15.0,2.7363636363636363,0
BBB,2014J,2614271,F,West Midlands Region,A Level or Equivalent,0-10%,35-55,1,120,N,Withdrawn,12.0,1,,,,,,0
BBB,2014J,2614777,F,Scotland,HE Qualification,50-60%,35-55,0,60,N,Pass,,0,78.0,5.0,1574.0,90.0,3.569160997732426,1
BBB,2014J,2622652,F,South East Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,,0,63.6,5.0,1086.0,37.0,3.693877551020408,1
BBB,2014J,2623656,F,West Midlands Region,A Level or Equivalent,10-20,0-35,3,60,N,Pass,,0,55.6,5.0,735.0,27.0,4.50920245398773,1
BBB,2014J,2627398,F,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Withdrawn,171.0,1,57.666666666666664,3.0,138.0,23.0,2.15625,0
BBB,2014J,2627493,F,South Region,A Level or Equivalent,80-90%,0-35,0,120,N,Withdrawn,-87.0,1,,,,,,0
BBB,2014J,2629503,F,West Midlands Region,Lower Than A Level,80-90%,0-35,1,240,Y,Withdrawn,12.0,1,100.0,1.0,29.0,6.0,1.8125,0
BBB,2014J,2631298,F,North Western Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn,160.0,1,52.25,4.0,700.0,38.0,3.482587064676617,0
BBB,2014J,2634319,F,East Anglian Region,HE Qualification,40-50%,35-55,0,60,N,Distinction,,0,71.4,5.0,3405.0,109.0,5.022123893805309,1
BBB,2014J,2638403,F,Scotland,A Level or Equivalent,0-10%,35-55,0,60,N,Pass,,0,88.2,5.0,1196.0,66.0,3.359550561797753,1
BBB,2014J,2660510,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,Y,Pass,,0,41.6,5.0,333.0,25.0,2.3286713286713288,1
BBB,2014J,2670300,F,East Midlands Region,Lower Than A Level,0-10%,35-55,0,60,N,Pass,,0,63.4,5.0,1629.0,63.0,3.9253012048192772,1
BBB,2014J,2677541,F,Wales,Lower Than A Level,50-60%,0-35,1,120,N,Distinction,191.0,1,78.58333333333333,12.0,2206.0,134.0,3.3474962063732927,1
BBB,2014J,2677541,F,Wales,Lower Than A Level,50-60%,0-35,1,120,N,Distinction,,0,78.58333333333333,12.0,2206.0,134.0,3.3474962063732927,1
BBB,2014J,2681505,F,South Region,HE Qualification,80-90%,35-55,0,60,N,Pass,,0,54.8,5.0,61.0,8.0,2.033333333333333,1
BBB,2014J,2681940,F,Scotland,A Level or Equivalent,30-40%,35-55,5,60,N,Pass,,0,60.6,5.0,898.0,46.0,4.081818181818182,1
BBB,2014J,2682693,M,North Region,Lower Than A Level,80-90%,0-35,0,120,N,Fail,,0,1.0,1.0,158.0,9.0,1.7173913043478262,0
BBB,2014J,2684107,F,Yorkshire Region,A Level or Equivalent,10-20,35-55,0,120,N,Withdrawn,-2.0,1,,,,,,0
BBB,2014J,2685247,F,Ireland,A Level or Equivalent,20-30%,0-35,0,60,N,Distinction,,0,80.0,5.0,491.0,51.0,2.3051643192488265,1
BBB,2014J,2687739,F,West Midlands Region,A Level or Equivalent,20-30%,35-55,0,120,N,Withdrawn,5.0,1,,,31.0,1.0,1.8235294117647058,0
BBB,2014J,2687858,F,West Midlands Region,Lower Than A Level,80-90%,35-55,0,120,N,Pass,,0,55.4,5.0,1908.0,133.0,4.0,1
BBB,2014J,2688495,F,East Anglian Region,Lower Than A Level,30-40%,35-55,0,60,N,Distinction,,0,85.0,5.0,2068.0,83.0,4.326359832635983,1
BBB,2014J,2688945,F,South Region,HE Qualification,40-50%,35-55,0,60,N,Pass,,0,74.4,5.0,772.0,44.0,3.607476635514019,1
BBB,2014J,2692969,F,Scotland,HE Qualification,80-90%,35-55,0,75,N,Pass,,0,77.0,5.0,2408.0,223.0,2.752,1
BBB,2014J,2694919,F,East Anglian Region,Lower Than A Level,60-70%,35-55,0,120,Y,Pass,,0,73.4,5.0,1369.0,52.0,6.914141414141414,1
BBB,2014J,2698577,F,Wales,Lower Than A Level,50-60%,35-55,0,60,N,Fail,,0,64.4,5.0,717.0,37.0,3.0253164556962027,0
BBB,2014J,2698588,F,Yorkshire Region,HE Qualification,30-40%,0-35,0,120,N,Distinction,,0,92.4,5.0,605.0,46.0,2.6769911504424777,1
BBB,2014J,2698591,F,Wales,Lower Than A Level,90-100%,35-55,0,180,N,Withdrawn,33.0,1,,,,,,0
CCC,2014B,28418,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,30,N,Fail,,0,31.5,2.0,328.0,22.0,2.624,0
